"Idx","SeqId","AltSeqId","TId","Layer","Trace","Direction","Sub","Module","Op","Kernel","Params","Sil(ns)","TC","Device","Stream","Grid","Block","FLOPs","Bytes"
"1189","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","63","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","43040","-","0","166","8,2,8","128,1,1","0","0"
"1190","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","64","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","5888","-","0","166","512,1,1","256,1,1","0","0"
"1191","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","65","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","108672","-","0","165","16,4,1","128,1,1","0","0"
"1192","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","66","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","49440","-","0","166","8,2,8","128,1,1","0","0"
"1193","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","67","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","6175","-","0","166","512,1,1","256,1,1","0","0"
"1194","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","68","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","43231","-","0","166","8,2,8","128,1,1","0","0"
"1195","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","69","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","6559","-","0","166","512,1,1","256,1,1","0","0"
"1196","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","70","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","12639","-","0","166","8,2,8","128,1,1","0","0"
"1197","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","71","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","125216","-","0","165","16,4,1","128,1,1","0","0"
"1198","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","72","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","7616","-","0","166","512,1,1","256,1,1","0","0"
"1199","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","73","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","43231","-","0","166","8,2,8","128,1,1","0","0"
"1200","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","74","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","6752","-","0","166","512,1,1","256,1,1","0","0"
"1201","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","75","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","17022","-","0","166","8,2,8","128,1,1","0","0"
"1202","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","76","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","120832","-","0","165","16,4,1","128,1,1","0","0"
"1203","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","77","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","7808","-","0","166","512,1,1","256,1,1","0","0"
"1204","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","78","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","47552","-","0","166","8,2,8","128,1,1","0","0"
"1205","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","79","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","5696","-","0","166","512,1,1","256,1,1","0","0"
"1206","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","80","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","11710","-","0","166","8,2,8","128,1,1","0","0"
"1207","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","81","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","124704","-","0","165","16,4,1","128,1,1","0","0"
"1208","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","82","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","8000","-","0","166","512,1,1","256,1,1","0","0"
"1209","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","83","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","42624","-","0","166","8,2,8","128,1,1","0","0"
"1210","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","84","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","7136","-","0","166","512,1,1","256,1,1","0","0"
"1211","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","85","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","7199","-","0","166","8,2,8","128,1,1","0","0"
"1212","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","86","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","128063","-","0","165","16,4,1","128,1,1","0","0"
"1213","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","87","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","7807","-","0","166","512,1,1","256,1,1","0","0"
"1214","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","88","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","42784","-","0","166","8,2,8","128,1,1","0","0"
"1215","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","89","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","1709529","-","0","166","512,1,1","256,1,1","0","0"
"1216","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","90","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","125663","-","0","165","16,4,1","128,1,1","0","0"
"1217","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","91","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","53247","-","0","166","8,2,8","128,1,1","0","0"
"1218","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","92","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","7871","-","0","166","512,1,1","256,1,1","0","0"
"1219","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","93","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","43040","-","0","166","8,2,8","128,1,1","0","0"
"1220","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","94","LSTM","forward","LSTM_elementWise_bp1","T=[(38,128,2048)],['float16']","5472","-","0","166","512,1,1","256,1,1","0","0"
"1221","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","95","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","2911","-","0","166","8,2,8","128,1,1","0","0"
"1222","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","96","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(38,128,2048)],['float16']","121343","-","0","165","16,4,1","128,1,1","0","0"
"1223","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","97","LSTM","forward","elementwise_kernel","T=[(38,128,2048)],['float16']","36543","-","0","7","24592,1,1","512,1,1","0","0"
"1224","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","98","LSTM","forward","volta_fp16_s884gemm_fp16_256x128_ldg8_f2f_nt","T=[(38,128,2048)],['float16']","1030844","-","0","170","8,32,1","256,1,1","0","0"
"1225","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","99","LSTM","forward","GENERIC_elementWise_bp2","T=[(38,128,2048)],['float16']","129791","-","0","172","32,1,1","32,32,1","0","0"
"1226","290","-","36946","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","bprop","100","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nt","T=[(38,128,2048)],['float16']","63680","-","0","171","8,32,1","128,1,1","0","0"
