"Idx","SeqId","AltSeqId","TId","Layer","Trace","Direction","Sub","Module","Op","Kernel","Params","Sil(ns)","TC","Device","Stream","Grid","Block","FLOPs","Bytes"
"607","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","64","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","36064","-","0","141","32,2,1","128,1,1","0","0"
"608","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","65","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5761","-","0","141","512,1,1","256,1,1","0","0"
"609","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","66","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","34080","-","0","141","32,2,1","128,1,1","0","0"
"610","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","67","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","40960","-","0","140","32,2,2","128,1,1","0","0"
"611","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","68","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","18624","-","0","141","512,1,1","256,1,1","0","0"
"612","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","69","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","38816","-","0","141","32,2,1","128,1,1","0","0"
"613","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","70","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5216","-","0","141","512,1,1","256,1,1","0","0"
"614","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","71","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","2399","-","0","140","32,2,2","128,1,1","0","0"
"615","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","72","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","66783","-","0","141","32,2,1","128,1,1","0","0"
"616","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","73","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","6528","-","0","141","512,1,1","256,1,1","0","0"
"617","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","74","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","33087","-","0","141","32,2,1","128,1,1","0","0"
"618","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","75","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5727","-","0","141","512,1,1","256,1,1","0","0"
"619","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","76","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","32992","-","0","141","32,2,1","128,1,1","0","0"
"620","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","77","LSTM","forward","volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","39712","-","0","140","32,2,2","128,1,1","0","0"
"621","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","78","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","19328","-","0","141","512,1,1","256,1,1","0","0"
"622","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","79","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","14303","-","0","141","32,2,1","128,1,1","0","0"
"623","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","80","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","42592","-","0","140","32,2,1","128,1,1","0","0"
"624","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","81","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","6880","-","0","141","512,1,1","256,1,1","0","0"
"625","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","82","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","35423","-","0","141","32,2,1","128,1,1","0","0"
"626","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","83","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5984","-","0","141","512,1,1","256,1,1","0","0"
"627","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","84","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","32959","-","0","141","32,2,1","128,1,1","0","0"
"628","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","85","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","6401","-","0","141","512,1,1","256,1,1","0","0"
"629","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","86","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","33344","-","0","141","32,2,1","128,1,1","0","0"
"630","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","87","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5728","-","0","141","512,1,1","256,1,1","0","0"
"631","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","88","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","34016","-","0","141","32,2,1","128,1,1","0","0"
"632","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","89","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5728","-","0","141","512,1,1","256,1,1","0","0"
"633","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","90","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","34240","-","0","141","32,2,1","128,1,1","0","0"
"634","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","91","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5984","-","0","141","512,1,1","256,1,1","0","0"
"635","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","92","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","34880","-","0","141","32,2,1","128,1,1","0","0"
"636","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","93","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","6368","-","0","141","512,1,1","256,1,1","0","0"
"637","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","94","LSTM","forward","volta_fp16_s884gemm_fp16_128x64_ldg8_f2f_nn","T=[(39,128,1024)],['float16']","33761","-","0","141","32,2,1","128,1,1","0","0"
"638","245","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:114","fprop","95","LSTM","forward","LSTM_elementWise_fp","T=[(39,128,1024)],['float16']","5729","-","0","141","512,1,1","256,1,1","0","0"
